,University,Abbreviation,Department,Course_title,Professor,Prerequisite,Scores,Description,University_Homepage,Course_Homepage,Unitcode,Teaching_period,Unit_level,Credit_rating,Available_as_a_free_choice_unit
692,The University of Manchester,UOM,Nursing & Midwifery,Year 2 Clinical Placement 2,Kevin Bayley,,Portfolio100%,The unit’s intended learning outcomes are mapped directly to the NMC Standards of Proficiency (NMC 2018) and represent the expected skills and attributes that students should meet by the end of year 2.  ,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10971/bnurs-adult-nursing/course-details/NURS23132,NURS23132,Semester 2,Level 2,20,No
693,The University of Manchester,UOM,Nursing & Midwifery,Year 2 Clinical Placement 1,Kevin Bayley,,Portfolio100%,The unit’s intended learning outcomes are mapped directly to the NMC Standards of Proficiency (NMC 2018) and represent the expected skills and attributes that students should meet by the end of year 2.  ,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10971/bnurs-adult-nursing/course-details/NURS23141,NURS23141,Semester 1,Level 2,20,No
695,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Mechanics (Mechanical),Roohoolamin Darvizeh,,Written exam80%Report15%Practical skills assessment5%,"Engineering mechanics is both a foundation and a framework for most of the branches of engineering. The majority of the topics in mechanical and aerospace engineering are based upon this subject. Thus, the theme is critical to the engineering curriculum. The course serves to solidify the student’s understanding of applied mathematics and physics and provides settings to strengthen students' problem-solving abilities.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE11602,MACE11602,Semester 2,Level 1,10,No
696,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Mechanical Engineering Systems,Philip Bonello,,Other20%Written exam80%Other - assessed tutorial work,"An engineering system is a set of components that function together to perform a required duty. This unit takes two practical systems (automotive propulsion system, automotive propulsion system) and introduces the student to the workings of their individual components and how they contribute to the overall functioning and performance of the system. A sound knowledge of how such systems work and perform is the starting point for the design of efficient/effective vehicles. The intended learning outcomes are focussed on both descriptive knowledge and quantitative analysis. This module is delivered in the first semester and is a taster of what mechanical engineering is all about. Its integrating nature should serve to motivate students to learn the elemental disciplines taught in other modules (e.g. engineering mechanics, themodynamics,etc). The course is delivered as 24 hours of lectures plus 6hrs tutorial sessions. Assessment is 80% exam and 20% assignment-type coursework.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE11311,MACE11311,Semester 1,Level 1,10,No
697,The University of Manchester,UOM,Division of Psychology and Mental Health,Landmark Studies in Perception,Rebecca Champion,,"Poster worth 35%, coursework essay worth 60% and engagement activities worth 5%.","Our ability to effortlessly perceive and interact with the world around us is nothing short of amazing. Moreover, we achieve this without ever being aware of the fantastic feats of information processing undertaken by our perceptual systems. For more than a century, researchers studying perception have been at the forefront of our understanding of the brain’s remarkable achievements. In this course we will look at some of the most influential studies in perceptual science.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC32321,PSYC32321,Semester 1,Level 3,20,No
698,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Tools for Engineers (Mechanical),Azam Tafreshi,,"in class test - Solidworks 37.5%, Matlab 25%Assessed tutorial work - Solidworks 12.5%, Matlab 25% ","Solidworks   is a parametric computer aided design (CAD) package, which is widely used in the aerospace and mechanical engineering industries. It is commonly used for the design of components. It usually starts with a 2D sketch to define an object’s geometry, using, for example, points, lines, arcs and splines. Dimensions are added to the sketch to define the geometry’s size and the location of the geometry’s features, such has holes, slots, etc. Relations are used to define attributes such as tangency, parallelism, perpendicularity and concentricity. The parametric nature of Solidworks means that the dimensions and relations drive the geometry.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE12301,MACE12301,Semester 1,Level 1,10,No
699,The University of Manchester,UOM,"Department of Mechanical, Aerospace & Civil Engineering",Materials 1 (Mechanical),Matthew Roy,,Other5%Written exam80%Report15%Other - online quiz,"Every engineering application needs to have some appreciation of the materials that are employed to achieve functionality and durability requirements. This course serves as a starting point to develop an engineer’s ability to select a material based on cost and performance, understand limitations and how properties change in service and the ability to critically assess new materials for a given application.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE12011,MACE12011,Semester 1,Level 1,10,No
700,The University of Manchester,UOM,Philosophy,Advanced Topics in Aesthetics,Emily Caddick Bourne,,Written exam67%Written assignment (inc essay)33%,"This course unit will cover a selection of topics in contemporary philosophical aesthetics, as well as exploring some of the points of contact between aesthetics, ethics and the philosophy of language. We will consider how to understand some distinctive aesthetic experiences, such as awe, amusement, horror, and the experience of the uncanny. We will discuss the nature of fictional representation and, in particular, examine some of the ways in which a fiction’s representational content relies on far more than, e.g., the words on the page or the images on screen. This will enable us to consider some questions about the ethics of representation, such as: What is an offensive joke? If I like to make my character do terrible things when I play a video game, does my behaviour deserve criticism? How secure is the distinction between an extremely violent film that trivialises violence and an extremely violent film that implicitly critiques the representation of violence? And when, if ever, does the choice to perform a role amount to an endorsement of the actions we are representing?",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL30621,PHIL30621,Semester 1,Level 3,20,Yes
701,The University of Manchester,UOM,Division of Psychology and Mental Health,Emotion,Elizabeth Lewis,,"Discussion board engagement worth 16%, reading group engagement worth 4%, Video presentation worth 30% and exam worth 50%.","We will explore fundamental questions about emotion, such as: What are emotions? How are they measured? How many emotions are there? Are emotions innate or learned? Are they universal or culturally determined? How are emotions related to bodily sensations and expressions of the face, voice or body? What is the role of ‘thinking’ in ‘feeling’, and of ‘feeling’ in ‘thinking’? Does damage to the body or the brain alter the emotional experience?  What happens when emotional processing goes wrong?",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC37111,PSYC37111,Semester 1,Level 3,20,No
702,The University of Manchester,UOM,Division of Psychology and Mental Health,"Psychology of Politics, Identity and Society",Matthew Farr,,Essay - 50%Exam - 50%,"This course unit builds on previous studies in Psychology (principally, PSYC10711 and PSYC21701)*. It offers students the opportunity to critically analyse contemporary societal issues in depth, with reference to current psychological and neuroscientific theory and evidence. The course brings together topics in the related fields of political psychology, media psychology, and social cognition.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC32242,PSYC32242,Semester 2,Level 3,20,No
703,The University of Manchester,UOM,Philosophy,Philosophy of Psychology,Michael Scott,Aims,Written exam67%Written assignment (inc essay)33%,"This course will be concerned with questions about conscious experience, theories of perception, the modularity of mind, simulation theory, and the individuation of the senses. Questions include:",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL30361,PHIL30362,Semester 2,Level 3,20,No
704,The University of Manchester,UOM,School of Social Sciences,Phenomenology,Joel Smith,,Written exam67%Written assignment (inc essay)33%,"Phenomenology is the study of the structure of experience. In this course unit we will examine aspects of the work of some of the most important Twentieth Century phenomenologists: Edmund Husserl, Martin Heidegger, Edith Stein, Jean-Paul Sartre and Maurice Merleau-Ponty. Topics covered may include: the nature of intentionality, perception and imagination; our awareness of self, body and others; and our consciousness of time. We shall also look at what is distinctive about the methods of phenomenological philosophy.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL30611,PHIL30611,Semester 2,Level 2,20,Yes
705,The University of Manchester,UOM,Division of Psychology and Mental Health,Understanding Dementia:  Brain and Behaviour,"
",,50% coursework and 50% exam.,"This course will explore dementia in terms of its behavioural characteristics and brain bases.  It will involve research from neuropsychology and neuroscience.  The primary forms of dementia will be explored, as will the challenges faced in differential diagnosis and the discrimination between healthy ageing and the onset of dementia. The role of different types of brain scanning in dementia research and clinical management will be discussed, as will issues relating to treatment and prevention.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC31242,PSYC31242,Semester 2,Level 3,20,No
706,The University of Manchester,UOM,Philosophy,Dissertation (40 credit),Stephen Ingram,40 PHIL credits at Level 2,"One essay of 12,000 words.","PHIL30030 consists of a Dissertation, on a topic of your own choice, produced to a professional level of presentation, due in before the summer examination period.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL30030,PHIL30030,Full year,Level 3,40,No
707,The University of Manchester,UOM,Politics,Ideals of Social Justice,Stephen Hood,Introduction to Political Theory,"Exam 60%Essay (2,100 words) 30%Participation 10%",An overview of the course:,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/POLI20881,POLI20881,Semester 1,Level 2,20,Yes
708,The University of Manchester,UOM,School of Social Sciences,Language and Analysis,Frederique Janssen-Lauret,Formal Logic,"Other10%Written assignment (inc essay)75%Oral assessment/presentation15%Assessment task Essay 11,200 words30%Yes, writtenEssay 22,200 words45%Yes, writtenPresentationTutorial performance10 min.n/a15%10%Yes, writtenYes, verbal ",Brief overview of the syllabus/topics.,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL30352,PHIL30351,Semester 2,Level 3,20,Yes
709,The University of Manchester,UOM,Philosophy,Metaphysics,David Liggins,Aims,Written exam100%,This course will introduce students to some of the most lively debates in contemporary metaphysics. We will be considering the following questions. What is the nature of material objects? How do we deal with the paradoxes that they generate? Should we believe in properties (such as wisdom or triangularity)? How should we account for possibility and necessity? Are there such things as possible worlds or merely possible objects?,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL30212,PHIL30212,Semester 2,Level 3,20,No
711,The University of Manchester,UOM,Philosophy,Dissertation Semester 2,Stephen Ingram,,"One essay of 6,000 words.","PHIL30002 consists of a Dissertation, on a topic of your own choice, produced to a professional level of presentation, due in before the summer examination period.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL30002,PHIL30002,Semester 2,Level 3,20,No
713,The University of Manchester,UOM,Philosophy,Dissertation Semester 1,Stephen Ingram,,"One essay of 6,000 words.","PHIL30001 consists of a Dissertation, on a topic of your own choice, produced to a professional level of presentation, due in before the January examination period.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL30001,PHIL30001,Semester 1,Level 3,20,No
716,The University of Manchester,UOM,Department of Mathematics,Complex Analysis and Applications,Mike Simon,Real Analysis A,Other20%Written exam80%,"This course unit is a natural successor to the second year course units on Complex Analysis. It introduces multivalued functions, analytic continuation and integral transforms, especially Fourier and Laplace transforms. These powerful and effective tools are used to solve many problems involving differential equations. The course is oriented towards applications rather than the theorem/proof style of development. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/MATH34001,MATH34001,Semester 1,Level 3,20,No
718,The University of Manchester,UOM,Alliance Manchester Business School,Tools and Techniques for Enterprise,Lee Webster,This unit cannot be studied with MCEL30031.,Summative assessments: Business Report 1000 to 1500 words - 20%Examination 2 hours - 80%,The unit examines the ways that entrepreneurs (or intrapraneurs) assess potential business opportunities using a range of simple business tools and models. The unit encourages students to make reasoned business decisions based on evidence available to them that may help them start their own businesses and/or increase their employability.   ,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/MCEL30001,MCEL30001,Semester 1,Level 3,10,Yes
720,The University of Manchester,UOM,Department of Earth and Environmental Sciences,Meteorology and Atmospheric Physics,Geraint Vaughan,				,Written exam100%,The unit will :,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/EART39102,EART39102,Semester 2,Level 6,10,No
722,The University of Manchester,UOM,School of Social Sciences,"Race, Ethnicity, Migration",Nicole Martin,,Briefing paper/essay (2500 words) - 40% Essay (3000 words) - 60%,"This course considers the role of ethnicity as a social and political cleavage. It examines the impact of immigration and ethnic diversity on party politics and political behaviour, using the experiences of countries in Europe and North America. Immigration and ethnicity are one of the major long-term social issues of today, and studying the effects of these phenomena on politics will allow students to gain a deeper understanding of long-term political change - as well as current affairs. The approach taken is to consider both the political engagement and representation of immigrants and ethnic minority citizens, and the broader consequences and development ethnicity and immigration as political issues in their own right. This includes a consideration of racism, anti-immigrant sentiment, and Brexit. This course will have an empirical emphasis, aiming to equip students with the skills to evaluate empirical (including quantitative) research.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00675/bsocsc-politics-and-international-relations/course-details/POLI32162,POLI32162,Semester 2,Level 3,20,Yes
730,The University of Manchester,UOM,Nursing & Midwifery,Developing Nursing Knowledge & Skills,Ann Wakefield,,"Sample of writing in poster form The student will develop a conference standard poster which identifies and summarises the evidence base of a nursing intervention in relation to the principles of DKNS, ",This 20 credit level 5 field specific unit is delivered in year 2 over semester’s one and two. An Enquiry Based Learning approach is taken whereby a number of field specific ‘triggers’ are used to allow students to consolidate prior learning and explore key aspects of care delivery and management of commonly encountered conditions within their field of nursing. The unit aims to facilitate understanding of conditions and concepts of increasing complexity as the student progresses through the unit.,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10971/bnurs-adult-nursing/course-details/NURS23101,NURS23101,Semester 1,Level 2,20,No
733,The University of Manchester,UOM,Nursing & Midwifery,Applied Biosciences for Nursing Practice (Bioscience 2),Samantha Rogers,,Written exam100%,,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10971/bnurs-adult-nursing/course-details/NURS23100,NURS23100,Full year,Level 2,20,No
735,The University of Manchester,UOM,"Division of Nursing, Midwifery and Social Work",Values Based Nursing,Alastair Morgan,,Written assignment (inc essay)100%,This is the first unit that the student will embark upon in year 1 semester 1. It focuses on the core values for nursing as outlined in Platform one of the NMC (2018) standards of proficiency for registered nurses.,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10971/bnurs-adult-nursing/course-details/NURS10091,NURS10091,Semester 1,Level 1,10,No
736,The University of Manchester,UOM,"Division of Nursing, Midwifery and Social Work",Essential Skills for Nursing Practice 1,Deborah Fallon,,Completion of identified Safemedicate assessmentsCompletion of identified e – learning for health modulesThe completion of both online assessments make up 100% of the assessment for this unit,"This is a first year (semester one) 20 credit practice based unit that provides students with the opportunity to rehearse a range of essential nursing skills such as communication and patient assessment via simulation, practical workshops, fieldwork and conference days – guided by academics with nursing qualifications in their own field of practice. Students on this unit are will also develop key academic skills that are fundamental to success as a nurse in a contemporary health care setting such as public speaking, record keeping and navigating health databases.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10971/bnurs-adult-nursing/course-details/NURS10061,NURS10061,Semester 1,Level 1,20,No
737,The University of Manchester,UOM,"Division of Nursing, Midwifery and Social Work",Collaborative Care Planning,Susan Ramsdale,,Written assignment (inc essay)100%,"This unit will explore nursing theories and frameworks which will support the development of skills to create individualised, collaborative care-plans that will promote holistic, patient centred care.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10971/bnurs-adult-nursing/course-details/NURS10052,NURS10052,Semester 2,Level 1,10,No
738,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Manufacturing Engineering 1 (Mechanical),Marco Domingos,,Other15%Written exam80%Practical skills assessment5%Other - Online quiz,"Manufacturing engineering companies are vital for our modern economy due to their capability to generate high economic value products and jobs.  The role of a manufacturing engineer is crucial and requires advanced skills in order to analyse and improve complex integrated manufacturing systems.  The module focuses on providing a holistic understanding of the main manufacturing processes by which materials (metals and plastics) can be processed into different products in the most effective, sustainable and efficient way. The module also provides students with a deep knowledge on the techniques required for process/technology selection based on product’s specifications. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE11012,MACE11012,Semester 2,Level 1,10,No
739,The University of Manchester,UOM,Nursing and Midwifery,Clinical Placement 2 (Year 1),Michael Bird,,Portfolio100%,These practice based units take place over the second semester of year 1.  The units intended learning outcomes are mapped directly to the NMC Standards of Proficiency (NMC 2018) and represent the expected skills and attributes that students should meet by the end of year 1.  ,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10971/bnurs-adult-nursing/course-details/NURS10072,NURS10072,Semester 2,Level 1,20,No
740,The University of Manchester,UOM,"Division of Nursing, Midwifery and Social Work",Evidence Based Nursing Practice,Carolyn Mackintosh-Franklin,,Written exam100%,"The unit will develop students understanding of the importance of evidence as an underpinning determinant of best nursing practice. It will consider types of evidence and where evidence can be found, using a variety of pedagogic approaches, including Face to Face lectures, small group tutorials, a practical skills based workshop and access to a range of online resources. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10971/bnurs-adult-nursing/course-details/NURS10042,NURS10042,Semester 2,Level 1,10,No
741,The University of Manchester,UOM,"Division of Nursing, Midwifery and Social Work",Clinical Placement 3 (Year 1),Michael Bird,,Portfolio100%,These practice based units take place over the second semester of year 1.  The units intended learning outcomes are mapped directly to the NMC Standards of Proficiency (NMC 2018) and represent the expected skills and attributes that students should meet by the end of year 1.  ,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10971/bnurs-adult-nursing/course-details/NURS10082,NURS10082,Semester 2,Level 1,20,No
742,The University of Manchester,UOM,"Division of Nursing, Midwifery and Social Work",Fundamentals of Anatomy and Physiology for Nursing Practice,Nigel Henderson,,Written exam100%,"This unit is designed to provide students with the knowledge of the biosciences related to nursing practice. This will include the exploration of the human body throughout the life continuum in both health and disease. The concept of homeostasis will underpin much of the unit content demonstrating its importance into understanding the function of the human body in health and illness. The unit will allow students to identify the importance of knowledge of the biosciences and how this conceptually and theoretically underpins many aspects related to patient assessment, care and treatment in relation to both nursing and medical interventions. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10971/bnurs-adult-nursing/course-details/NURS10030,NURS10030,Full year,Level 1,20,No
744,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Design 1 (Mechanical),Robert Heinemann,,Report60%Practical skills assessment40%,"The core activity of the Design 1 unit is the Design, Make and Test (DMT) project, in which the students, working in groups of 4, have to design a wooden car that has to travel up an inclined track of 5 metres length. The students are given a list of components, from which they can select (""buy"") items they use for their car (e.g. axles, gear box and gear wheels, brackets, bearings, screws, etc), a 3-plywood sheet, from which they have to make the car's chassis, and a selection of 3-plywood wheels of various sizes.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE10332,MACE10332,Semester 1,Level 1,10,No
745,The University of Manchester,UOM,Mechanical and Aeronautical Engineering Division (L5),Structures 1 (Mech),Lei Ren,,Other5%Written exam80%Report15%Other - online quiz,This course unit detail provides the framework for delivery in 20/21 and may be subject to change due to any additional Covid-19 impact.  Please see Blackboard / course unit related emails for any further updates,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/03389/beng-mechanical-engineering/course-details/MACE10031,MACE10031,Semester 1,Level 1,10,No
748,The University of Manchester,UOM,Division of Psychology and Mental Health,Cases in Clinical Neuropsychology,Ellen Poliakoff,,"Reading group paper questions worth 5%, coursework poster worth 35%, and exam worth 60%",This course unit builds upon the neuropsychological topics introduced in First and Second Year; students will be expected to be familiar with ideas and concepts as covered in PSYC11212 Brain and Behaviour and PSYC21022 Cognitive Neuroscience.,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC31161,PSYC31161,Semester 1,Level 3,20,No
749,The University of Manchester,UOM,Division of Psychology and Mental Health,Communication in Healthcare,Sarah Peters,,Written Assignment - 50%Exam - 50%,"This course unit builds upon the topics introduced in First and Second Year; students will be expected to be familiar with ideas and concepts as covered in the Adaptability and Wellbeing course units at these levels. Topics to be covered will include the role of illness and treatment beliefs in health care encounters, how medically unexplained conditions can be explained and managed, ways of improving how health care professionals and patients interact and risk and decision making. Cutting across these topic areas are the themes of theoretical underpinnings, measurement and application.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC31232,PSYC31232,Semester 2,Level 3,20,No
750,The University of Manchester,UOM,Division of Psychology and Mental Health,Clinical Psychology,Louisa Jackman,,A  exam worth 50% and coursework worth 50%,"Clinical psychologists use interventions based on psychological theory and research to “reduce distress and to enhance and promote psychological well-being” (BPS, 2013). They work with different client groups (e.g. adults, young people, learning disabilities, older adults), within numerous settings (e.g. outpatient, inpatient, community) and across all stages of lifespan development. Clinical psychologists are trained in a range of therapeutic approaches and apply these to working with ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC31222,PSYC31222,Semester 2,Level 3,20,No
751,The University of Manchester,UOM,Division of Psychology and Mental Health,Lifestyle Behaviour Change,Tracy Epton,,Exam worth 40% Intervention Assignment worth 60%,"Health psychology is ‘the scientific study of psychological processes of health, illness and health care’ (as defined by The Division of Health Psychology, The British Psychological Society).  Health Psychology is a division of the British Psychological Society and health psychologists currently work as practitioners and researchers in many environments including the NHS and academia.     ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC31212,PSYC31212,Semester 2,Level 3,20,No
752,The University of Manchester,UOM,Division of Psychology and Mental Health,Qualitative Research Methods in Applied Contexts,Susan Speer,,Data Collection Assignment worth 40% and Data Analysis Assignment worth 60%.,"Qualitative research methods of data collection and analysis are increasingly used in their own right or as part of mixed methods studies in psychology. This unit is designed to give students advanced training in the background, use and application of a variety of qualitative techniques of data collection and analysis as they are used in applied, ‘real world’ contexts. The skills acquired on this unit will be highly transferrable: Students will be able to apply them to their undergraduate psychology project, future study and/or career.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC31151,PSYC31151,Semester 1,Level 3,20,No
753,The University of Manchester,UOM,Politics,Arguing About Politics: Political Theory in the World,Stephen Hood,Introduction to Political Theory, One 2-hour exam: 60%One 2600-word essay: 40%,"The course will cover a variety of approaches to, and applications of, political argument and their real world applications. The topics selected change from year to year and are chosen as the special topics of research of the staff teaching on the course that year. In previous years the issues covered were 'The Problem of Dirty Hands'. ‘Designer Babies’, ‘The Ethics of Voting’, ‘Punishment’ and ‘Terrorism’. Students will be taught in lectures and tutorials by a lecturer who is or recently has been conducting research on the topic they are teaching. The course offers a real insight into cutting-edge research and how political theory arguments apply to the real world.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/POLI20602,POLI20602,Semester 2,Level 2,20,Yes
755,The University of Manchester,UOM,School of Social Sciences,"Applied Philosophy, Special Topic",,,Written exam67%Written assignment (inc essay)33%,"All too often in philosophy, we pay insignificant attention to the real world concerns that our philosophical investigations apply to. This course addresses this lack by concentrating directly on ways in which philosophy reaches out to issues of social significance, for example the ways in which philosophy can shed light on social oppression and inequality. A range of important areas may be covered and the intention is that the precise range will modulate annually, but they will include issues in the philosophy of race, feminist philosophy, and other philosophical examination of inequality.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL20032,PHIL20032,Semester 2,Level 2,20,Yes
756,The University of Manchester,UOM,Philosophy,20th Century Analytical Philosophy,Michael Crawford,Aims,Written exam67%Written assignment (inc essay)33%,What is analytic philosophy? What is its nature and what are its methods? In this course we will seek to answer these questions by examining key contributions from leading historical figures who shaped the evolution of the discipline.,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL20242,PHIL20242,Semester 2,Level 2,20,No
757,The University of Manchester,UOM,Philosophy,Philosophy of Religion,Michael Scott,,Written exam67%Written assignment (inc essay)33%,This course provides a detailed introduction and analysis of the central problems and issues in contemporary philosophy of religion.,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL20021,PHIL20021,Semester 1,Level 2,20,Yes
758,The University of Manchester,UOM,Philosophy,Philosophy of Mind,Stephen Ingram,Aims,Written exam67%Written assignment (inc essay)33%,"How is the mind related to body? What is consciousness, and can it be captured within a scientific picture of the universe? What, if anything, makes you the same person as you were last night, or last week, or last year? In this course we will investigate such questions, giving students the opportunity to creatively engage in ongoing debates about the nature of the mind.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL20271,PHIL20271,Semester 1,Level 2,20,No
759,The University of Manchester,UOM,Philosophy,Ethics,Thomas Smith,Aims,Written exam67%Written assignment (inc essay)33%,"This course will focus on four questions of ethics: (i) which sorts of things are of ethical value and disvalue? (people? their actions? their intentions? their characters? the situations that they get themselves into?), (ii) what does their possessing this value demand of us? (e.g. that we bring about the greatest happiness of the greatest number? that we treat others as ends, not means? that we do unto others as we would have them do unto us?), (iii) how do these demands motivate our actions (e.g. by arousing our passions, or our reason?), and (iv) why does it matter to us that these demands are met (i.e. why do we care about the demands that are made by morality)?",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL20232,PHIL20231,Semester 2,Level 2,20,Yes
760,The University of Manchester,UOM,Philosophy,Formal Logic,Graham Stevens,Critical Thinking,Written exam100%,"The course will cover the syntax and semantics of a propositional logic PL. Next, a natural deduction system will be introduced for proving the validity of sequents and theorems in PL. Subsequently the course will extend the grammar and proof procedure developed for PL to encompass a language of first-order predicate logic with identity, QL.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL20042,PHIL20042,Semester 2,Level 2,20,Yes
761,The University of Manchester,UOM,Politics,Introduction to Political Theory,Stephen De Wijze,, One exam: 60%One 1500-word essay: 30%Tutorial participation: 10%,,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/POLI10702,POLI10702,Semester 2,Level 1,20,Yes
762,The University of Manchester,UOM,Philosophy,Introduction to Philosophy of Mind,Michael Crawford,,Written exam67%Written assignment (inc essay)33%,"This course explores philosophical issues about the nature of mind and mentality. Are mental states physical states of the brain, or are they states of an immaterial mind or soul, or are they something else altogether?",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00350/ba-philosophy/course-details/PHIL10632,PHIL10631,Semester 2,Level 1,20,Yes
